title,company,value,deadline,status,category,url,tender_id,source
Saanich – Nigel Valley Redevelopment,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/saanich-nigel-valley-redevelopment,saanich-nigel-valley-redevelopment,bc_housing
Victoria – 726 Discovery Street,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/victoria-726-discovery-street,victoria-726-discovery-street,bc_housing
Victoria – 926-930 Pandora Avenue,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/victoria-926-930-pandora-avenue,victoria-926-930-pandora-avenue,bc_housing
Victoria – 938 Mason Street,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/victoria-938-mason-street,victoria-938-mason-street,bc_housing
Victoria – Douglas Street Redevelopment,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/victoria-douglas-street-redevelopment,victoria-douglas-street-redevelopment,bc_housing
Victoria – Evergreen Terrace Redevelopment,BC Housing,,,In Development,Commercial,https://www.bchousing.org/projects-partners/projects/victoria-evergreen-terrace-redevelopment,victoria-evergreen-terrace-redevelopment,bc_housing
TrailВ Regional Airport -В AdvertisingВ andВ Sponsorship ManagementВ,Trail · Request for Proposals,,"July 3, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10917&per_page=100,10917,civicinfo
Bylaw Records Management System Software,Penticton · Request for Proposals,,"July 7, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10915&per_page=100,10915,civicinfo
Notice of Prequalification - Request for Information and Qualifications,Coquitlam · Request for Pre-Qualifications,,"June 30, 2026, 11:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10914&per_page=100,10914,civicinfo
External Audit Services,Gibsons · Request for Proposals,,"July 3, 2026, 3:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10913&per_page=100,10913,civicinfo
Falcon and Pinetree Way PRV Rehabilitation,Coquitlam · Invitation to Tender,,"July 3, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10912&per_page=100,10912,civicinfo
"2026-09 ITT Rural Road Paving Projects - Tuyttens Road, Cemetery Road, Walker Road",Agassiz · Invitation to Tender,,"June 24, 2026, 3:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10911&per_page=100,10911,civicinfo
Parkade Renewal,Vernon · Request for Quotations,,"June 30, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10908&per_page=100,10908,civicinfo
Quarry Road Enhancements,Coquitlam · Invitation to Tender,,"June 19, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10907&per_page=100,10907,civicinfo
Accessibility Improvements,Qualicum Beach · Request for Proposals,,"June 19, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10906&per_page=100,10906,civicinfo
Community Service Needs AssessmentВ,Metchosin · Request for Expression of Interest,,"June 12, 2026, 4:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10905&per_page=100,10905,civicinfo
ITT No. ENG 26-03 - TOE Esquimalt Road Phase 2 вЂ“ Active Transportation Improvements & Underground Utility Renewals,Esquimalt · Invitation to Tender,,"June 18, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10904&per_page=100,10904,civicinfo
"ITT No. ENG 26-02 - Kinver Street, Swinford Street and Heald Avenue Sidewalk Upgrades",Esquimalt · Invitation to Tender,,"June 17, 2026, 3:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10903&per_page=100,10903,civicinfo
Safety & Disability Management Software System,Coquitlam · Request for Proposals,,"June 29, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10902&per_page=100,10902,civicinfo
Austin Heights Sanitary Upgrades - Phase 5,Coquitlam · Invitation to Tender,,"June 12, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10900&per_page=100,10900,civicinfo
2026-08 RFP Tree Master Plan: Consulting Services,Agassiz · Request for Proposals,,"June 26, 2026, 3:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10899&per_page=100,10899,civicinfo
"Soil Hauling, Testing and Disposal",Coquitlam · Request for Proposals,,"June 11, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10898&per_page=100,10898,civicinfo
Country Club Dr W вЂ“ Development Area Parcel 2,Qualicum Beach · Request for Proposals,,"July 8, 2026, 3:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10897&per_page=100,10897,civicinfo
Country Club Drive Boulevard Landscaping,Qualicum Beach · Request for Proposals,,"June 19, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10896&per_page=100,10896,civicinfo
Grandon Creek Outfall Replacement,Qualicum Beach · Invitation to Tender,,"June 18, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10895&per_page=100,10895,civicinfo
Stormwater Management Plan,Rossland · Request for Proposals,,"June 19, 2026, 4:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10894&per_page=100,10894,civicinfo
Floating Water Park Operations: Sub-License to Use,Penticton · Request for Proposals,,"June 11, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10890&per_page=100,10890,civicinfo
RFQ 1220-20-623-2026 Water Treatment Plant Coagulant,Port Hardy · Request for Quotations,,"June 18, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10889&per_page=100,10889,civicinfo
Monitoring Wells and Groundwork at the Rolla Sewer Treatment Facility,Dawson Creek · Request for Quotations,,"June 11, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10887&per_page=100,10887,civicinfo
RFQ1220-20-625-2026 Airport Plant Blower Replacement,Port Hardy · Request for Quotations,,"June 11, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10886&per_page=100,10886,civicinfo
Pay Parking Mobile Payment Application,Coquitlam · Request for Proposals,,"June 15, 2026, 2:00 pm",Open,Commercial,https://www.civicinfo.bc.ca/bids?bidid=10882&per_page=100,10882,civicinfo
